,Country_Name,Country_Code,Year,GDP,HDI
1218,Canada,CAN,2008,206.0,167.0
1219,Switzerland,CHE,2008,220.0,162.0
1221,Chile,CHL,2008,154.0,132.0
1222,China,CHN,2008,89.0,77.0
1223,Cote d'Ivoire,CIV,2008,53.0,16.0
1224,Cameroon,CMR,2008,52.0,35.0
1225,"Congo, Rep.",COG,2008,74.0,49.0
1226,Colombia,COL,2008,113.0,91.0
1227,Comoros,COM,2008,36.0,24.0
1228,Costa Rica,CRI,2008,132.0,110.0
1229,Cuba,CUB,2008,126.0,122.0
1231,Cyprus,CYP,2008,187.0,140.0
1232,Czech Republic,CZE,2008,174.0,149.0
1233,Germany,DEU,2008,207.0,166.0
1234,Djibouti,DJI,2008,60.0,22.0
1235,Dominica,DMA,2008,142.0,100.5
1236,Denmark,DNK,2008,217.0,161.0
1237,Dominican Republic,DOM,2008,121.0,83.0
1238,Algeria,DZA,2008,103.0,85.0
1239,Ecuador,ECU,2008,104.0,97.0
1241,Spain,ESP,2008,188.0,151.5
1242,Estonia,EST,2008,164.0,143.0
1243,Ethiopia,ETH,2008,2.0,13.0
1244,Finland,FIN,2008,211.0,158.0
1245,Fiji,FJI,2008,111.0,84.0
1246,France,FRA,2008,201.0,155.0
1248,"Micronesia, Fed. Sts.",FSM,2008,85.0,70.0
1249,Gabon,GAB,2008,145.0,76.0
1250,United Kingdom,GBR,2008,209.0,147.0
1251,Georgia,GEO,2008,75.0,100.5
1252,Ghana,GHA,2008,32.0,48.0
1253,Guinea,GIN,2008,9.0,10.0
1254,Guinea-Bissau,GNB,2008,20.0,11.5
1255,Equatorial Guinea,GNQ,2008,168.0,51.0
1256,Greece,GRC,2008,185.0,148.0
1259,Guatemala,GTM,2008,83.0,54.0
1261,Guyana,GUY,2008,62.0,64.0
1262,Honduras,HND,2008,72.0,63.0
1263,Croatia,HRV,2008,162.0,131.0
1264,Haiti,HTI,2008,24.0,29.0
1265,Hungary,HUN,2008,163.0,138.0
1266,Indonesia,IDN,2008,69.0,59.0
1268,India,IND,2008,49.0,50.0
1269,Ireland,IRL,2008,218.0,171.0
1270,Iraq,IRQ,2008,77.0,53.0
1271,Iceland,ISL,2008,221.0,163.0
1272,Israel,ISR,2008,184.0,156.5
1273,Italy,ITA,2008,197.0,151.5
1275,Jordan,JOR,2008,96.0,89.0
1276,Japan,JPN,2008,205.0,164.0
1277,Kazakhstan,KAZ,2008,123.0,105.5
1278,Kenya,KEN,2008,29.0,40.0
1279,Kyrgyz Republic,KGZ,2008,30.0,61.0
1280,Cambodia,KHM,2008,35.0,46.0
1284,Kuwait,KWT,2008,200.0,115.0
1285,Lebanon,LBN,2008,143.0,104.0
1286,Liberia,LBR,2008,1.0,8.0
1287,Libya,LBY,2008,156.0,117.0
1290,Sri Lanka,LKA,2008,70.0,82.0
1291,Lesotho,LSO,2008,43.0,26.0
1292,Lithuania,LTU,2008,160.0,136.5
1293,Luxembourg,LUX,2008,224.0,150.0
1294,Latvia,LVA,2008,157.0,134.0
1296,Morocco,MAR,2008,81.0,55.0
1298,Moldova,MDA,2008,57.0,72.0
1299,Madagascar,MDG,2008,8.0,38.0
1300,Maldives,MDV,2008,128.0,73.0
1301,Mexico,MEX,2008,153.0,120.0
1303,"Macedonia, FYR",MKD,2008,110.0,103.0
1304,Mali,MLI,2008,22.0,11.5
1305,Malta,MLT,2008,175.0,141.0
1307,Montenegro,MNE,2008,124.0,124.5
1308,Mongolia,MNG,2008,65.0,71.0
1310,Mozambique,MOZ,2008,13.0,3.0
1311,Mauritania,MRT,2008,40.0,30.5
1312,Mauritius,MUS,2008,135.0,98.0
1313,Malawi,MWI,2008,5.0,15.0
1314,Malaysia,MYS,2008,141.0,113.0
1315,Namibia,NAM,2008,115.0,62.0
1317,Niger,NER,2008,6.0,1.0
1318,Nigeria,NGA,2008,51.0,30.5
1319,Nicaragua,NIC,2008,66.0,57.0
1320,Netherlands,NLD,2008,214.0,168.5
1321,Norway,NOR,2008,222.0,173.0
1322,Nepal,NPL,2008,15.0,27.0
1323,New Zealand,NZL,2008,189.0,168.5
1324,Oman,OMN,2008,167.0,94.0
1325,Pakistan,PAK,2008,39.0,41.0
1326,Panama,PAN,2008,136.0,116.0
1327,Peru,PER,2008,105.0,96.0
1328,Philippines,PHL,2008,67.0,69.0
1329,Palau,PLW,2008,155.0,128.0
1330,Papua New Guinea,PNG,2008,50.0,34.0
1331,Poland,POL,2008,158.0,135.0
1333,Portugal,PRT,2008,177.0,133.0
1334,Paraguay,PRY,2008,73.0,74.0
1336,Qatar,QAT,2008,219.0,139.0
1337,Romania,ROU,2008,138.0,127.0
1338,Rwanda,RWA,2008,12.0,19.0
1339,Saudi Arabia,SAU,2008,171.0,118.5
1340,Sudan,SDN,2008,44.0,17.0
1341,Senegal,SEN,2008,41.0,33.0
1342,Singapore,SGP,2008,195.0,146.0
1343,Solomon Islands,SLB,2008,59.0,47.0
1344,Sierra Leone,SLE,2008,16.0,6.0
1345,El Salvador,SLV,2008,102.0,78.0
1348,Serbia,SRB,2008,118.0,118.5
1350,Sao Tome and Principe,STP,2008,54.0,42.0
1351,Suriname,SUR,2008,116.0,80.5
1352,Slovak Republic,SVK,2008,170.0,142.0
1353,Slovenia,SVN,2008,180.0,153.0
1354,Sweden,SWE,2008,215.0,165.0
1355,Swaziland,SWZ,2008,91.0,45.0
1357,Seychelles,SYC,2008,166.0,126.0
1359,Chad,TCD,2008,37.0,4.0
1360,Togo,TGO,2008,18.0,23.0
1361,Thailand,THA,2008,100.0,80.5
1362,Tajikistan,TJK,2008,19.0,58.0
1363,Turkmenistan,TKM,2008,86.0,79.0
1364,Timor-Leste,TLS,2008,34.0,43.0
1365,Tonga,TON,2008,90.0,93.0
1366,Trinidad and Tobago,TTO,2008,172.0,114.0
1367,Tunisia,TUN,2008,112.0,86.5
1368,Turkey,TUR,2008,151.0,88.0
1370,Tanzania,TZA,2008,26.0,32.0
1371,Uganda,UGA,2008,17.0,25.0
1372,Ukraine,UKR,2008,82.0,105.5
1373,Uruguay,URY,2008,140.0,123.0
1374,United States,USA,2008,213.0,170.0
1375,Uzbekistan,UZB,2008,38.0,65.5
1378,Vietnam,VNM,2008,46.0,56.0
1381,Samoa,WSM,2008,98.0,86.5
1382,South Africa,ZAF,2008,137.0,60.0
1383,"Congo, Dem. Rep.",COD,2008,4.0,0.0
1384,Zambia,ZMB,2008,42.0,20.0
1385,Zimbabwe,ZWE,2008,10.0,9.0
1388,Afghanistan,AFG,2009,10.0,14.5
1389,Angola,AGO,2009,86.0,37.0
1390,Albania,ALB,2009,108.0,109.0
1391,United Arab Emirates,ARE,2009,188.0,145.0
1392,Argentina,ARG,2009,148.0,129.0
1393,Armenia,ARM,2009,77.0,96.0
1396,Australia,AUS,2009,207.0,172.0
1397,Austria,AUT,2009,211.0,155.0
1399,Burundi,BDI,2009,0.0,2.0
1400,Belgium,BEL,2009,208.0,157.0
1401,Benin,BEN,2009,28.0,21.0
1402,Burkina Faso,BFA,2009,21.0,6.0
1403,Bangladesh,BGD,2009,33.0,40.0
1404,Bulgaria,BGR,2009,125.0,121.0
1405,Bahrain,BHR,2009,176.0,135.5
1406,Bosnia and Herzegovina,BIH,2009,106.0,105.0
1407,Belarus,BLR,2009,120.0,111.0
1408,Belize,BLZ,2009,114.0,90.0
1410,Bolivia,BOL,2009,63.0,75.0
1411,Brazil,BRA,2009,130.0,95.0
1412,Barbados,BRB,2009,173.0,130.0
1414,Botswana,BWA,2009,136.0,65.0
1415,Central African Republic,CAF,2009,11.0,8.0
1416,Canada,CAN,2009,206.0,167.0
1417,Switzerland,CHE,2009,219.0,165.0
1419,Chile,CHL,2009,156.0,132.5
1420,China,CHN,2009,95.0,79.5
1421,Cote d'Ivoire,CIV,2009,54.0,16.0
1422,Cameroon,CMR,2009,51.0,36.0
1423,"Congo, Rep.",COG,2009,75.0,48.0
1424,Colombia,COL,2009,113.0,92.0
1425,Comoros,COM,2009,34.0,24.0
1426,Costa Rica,CRI,2009,131.0,110.0
1427,Cuba,CUB,2009,128.0,125.0
1429,Cyprus,CYP,2009,187.0,144.0
1430,Czech Republic,CZE,2009,172.0,149.0
1431,Germany,DEU,2009,205.0,166.0
1432,Djibouti,DJI,2009,60.0,22.0
1433,Dominica,DMA,2009,143.0,100.5
1434,Denmark,DNK,2009,217.0,161.0
1435,Dominican Republic,DOM,2009,122.0,82.5
1436,Algeria,DZA,2009,103.0,87.0
1437,Ecuador,ECU,2009,104.0,98.0
1439,Spain,ESP,2009,189.0,152.0
1440,Estonia,EST,2009,161.0,141.0
1441,Ethiopia,ETH,2009,2.0,13.0
1442,Finland,FIN,2009,209.0,154.0
1443,Fiji,FJI,2009,109.0,84.5
1444,France,FRA,2009,202.0,156.0
1446,"Micronesia, Fed. Sts.",FSM,2009,85.0,68.0
1447,Gabon,GAB,2009,144.0,76.0
1448,United Kingdom,GBR,2009,210.0,147.0
1449,Georgia,GEO,2009,74.0,102.5
1450,Ghana,GHA,2009,31.0,49.0
1451,Guinea,GIN,2009,8.0,9.0
1452,Guinea-Bissau,GNB,2009,20.0,10.0
1453,Equatorial Guinea,GNQ,2009,168.0,50.0
1454,Greece,GRC,2009,185.0,149.0
1457,Guatemala,GTM,2009,82.0,54.0
1459,Guyana,GUY,2009,62.0,64.0
1460,Honduras,HND,2009,71.0,63.0
1461,Croatia,HRV,2009,163.0,131.0
1462,Haiti,HTI,2009,24.0,29.0
1463,Hungary,HUN,2009,164.0,138.0
1464,Indonesia,IDN,2009,69.0,59.0
1466,India,IND,2009,52.0,51.0
1467,Ireland,IRL,2009,216.0,168.5
1468,Iraq,IRQ,2009,79.0,53.0
1469,Iceland,ISL,2009,220.0,163.0
1470,Israel,ISR,2009,184.0,158.0
1471,Italy,ITA,2009,194.0,151.0
1473,Jordan,JOR,2009,98.0,89.0
1474,Japan,JPN,2009,201.0,162.0
1475,Kazakhstan,KAZ,2009,124.0,107.5
1476,Kenya,KEN,2009,29.0,41.5
1477,Kyrgyz Republic,KGZ,2009,30.0,61.0
1478,Cambodia,KHM,2009,32.0,45.0
1482,Kuwait,KWT,2009,195.0,115.0
1483,Lebanon,LBN,2009,149.0,107.5
1484,Liberia,LBR,2009,1.0,4.0
1485,Libya,LBY,2009,158.0,119.5
1488,Sri Lanka,LKA,2009,70.0,82.5
1489,Lesotho,LSO,2009,43.0,26.0
1490,Lithuania,LTU,2009,157.0,134.0
1491,Luxembourg,LUX,2009,223.0,149.0
1492,Latvia,LVA,2009,155.0,132.5
1494,Morocco,MAR,2009,83.0,55.0
1496,Moldova,MDA,2009,50.0,70.5
1497,Madagascar,MDG,2009,7.0,38.0
1498,Maldives,MDV,2009,126.0,73.0
1499,Mexico,MEX,2009,153.0,118.0
1501,"Macedonia, FYR",MKD,2009,111.0,104.0
1502,Mali,MLI,2009,22.0,12.0
1503,Malta,MLT,2009,175.0,140.0
1505,Montenegro,MNE,2009,123.0,123.0
1506,Mongolia,MNG,2009,64.0,72.0
1508,Mozambique,MOZ,2009,13.0,3.0
1509,Mauritania,MRT,2009,39.0,27.0
1510,Mauritius,MUS,2009,141.0,100.5
1511,Malawi,MWI,2009,5.0,14.5
1512,Malaysia,MYS,2009,140.0,113.0
1513,Namibia,NAM,2009,115.0,62.0
1515,Niger,NER,2009,6.0,1.0
1516,Nigeria,NGA,2009,55.0,29.0
1517,Nicaragua,NIC,2009,65.0,56.0
1518,Netherlands,NLD,2009,215.0,168.5
1519,Norway,NOR,2009,221.0,173.0
1520,Nepal,NPL,2009,16.0,29.0
1521,New Zealand,NZL,2009,190.0,170.5
1522,Oman,OMN,2009,170.0,93.5
1523,Pakistan,PAK,2009,40.0,41.5
1524,Panama,PAN,2009,139.0,116.0
1525,Peru,PER,2009,107.0,97.0
1526,Philippines,PHL,2009,66.0,69.0
1527,Palau,PLW,2009,154.0,127.0
1528,Papua New Guinea,PNG,2009,49.0,34.0
1529,Poland,POL,2009,160.0,137.0
1531,Portugal,PRT,2009,177.0,135.5
1532,Paraguay,PRY,2009,72.0,74.0
1534,Qatar,QAT,2009,218.0,139.0
1535,Romania,ROU,2009,135.0,128.0
1536,Rwanda,RWA,2009,15.0,19.5
1537,Saudi Arabia,SAU,2009,174.0,119.5
1538,Sudan,SDN,2009,42.0,17.0
1539,Senegal,SEN,2009,41.0,32.0
1540,Singapore,SGP,2009,197.0,146.0
1541,Solomon Islands,SLB,2009,53.0,44.0
1542,Sierra Leone,SLE,2009,14.0,7.0
1543,El Salvador,SLV,2009,100.0,77.0
1546,Serbia,SRB,2009,117.0,117.0
1548,Sao Tome and Principe,STP,2009,57.0,43.0
1549,Suriname,SUR,2009,118.0,79.5
1550,Slovak Republic,SVK,2009,169.0,142.0
1551,Slovenia,SVN,2009,178.0,153.0
1552,Sweden,SWE,2009,213.0,164.0
1553,Swaziland,SWZ,2009,88.0,47.0
1555,Seychelles,SYC,2009,166.0,122.0
1557,Chad,TCD,2009,37.0,5.0
1558,Togo,TGO,2009,17.0,23.0
1559,Thailand,THA,2009,99.0,78.0
1560,Tajikistan,TJK,2009,19.0,58.0
1561,Turkmenistan,TKM,2009,89.0,81.0
1562,Timor-Leste,TLS,2009,36.0,39.0
1563,Tonga,TON,2009,90.0,91.0
1564,Trinidad and Tobago,TTO,2009,171.0,114.0
1565,Tunisia,TUN,2009,112.0,88.0
1566,Turkey,TUR,2009,150.0,86.0
1568,Tanzania,TZA,2009,26.0,33.0
1569,Uganda,UGA,2009,18.0,25.0
1570,Ukraine,UKR,2009,76.0,99.0
1571,Uruguay,URY,2009,146.0,126.0
1572,United States,USA,2009,214.0,170.5
1573,Uzbekistan,UZB,2009,38.0,67.0
1576,Vietnam,VNM,2009,46.0,57.0
1579,Samoa,WSM,2009,96.0,84.5
1580,South Africa,ZAF,2009,137.0,60.0
1581,"Congo, Dem. Rep.",COD,2009,4.0,0.0
1582,Zambia,ZMB,2009,45.0,19.5
1583,Zimbabwe,ZWE,2009,9.0,11.0
1585,Andorra,AND,2011,196.0,154.5
1586,Afghanistan,AFG,2011,11.0,15.0
1587,Angola,AGO,2011,82.0,39.0
1588,Albania,ALB,2011,112.0,116.5
1589,United Arab Emirates,ARE,2011,186.0,157.0
1590,Argentina,ARG,2011,151.0,142.0
1591,Armenia,ARM,2011,77.0,100.0
1593,Antigua and Barbuda,ATG,2011,164.0,127.0
1594,Australia,AUS,2011,202.0,185.0
1595,Austria,AUT,2011,208.0,168.0
1596,Azerbaijan,AZE,2011,98.0,111.0
1597,Burundi,BDI,2011,0.0,2.0
1598,Belgium,BEL,2011,204.0,169.0
1599,Benin,BEN,2011,28.0,20.0
1600,Burkina Faso,BFA,2011,24.0,6.0
1601,Bangladesh,BGD,2011,33.0,41.0
1602,Bulgaria,BGR,2011,124.0,133.0
1603,Bahrain,BHR,2011,175.0,145.0
1604,Bosnia and Herzegovina,BIH,2011,104.0,112.5
1605,Belarus,BLR,2011,125.0,122.0
1606,Belize,BLZ,2011,113.0,94.5
1608,Bolivia,BOL,2011,62.0,79.0
1609,Brazil,BRA,2011,133.0,102.0
1610,Barbados,BRB,2011,171.0,140.0
1611,Bhutan,BTN,2011,73.0,46.5
1612,Botswana,BWA,2011,141.0,69.5
1613,Central African Republic,CAF,2011,9.0,8.0
1614,Canada,CAN,2011,203.0,181.0
1615,Switzerland,CHE,2011,217.0,176.0
1617,Chile,CHL,2011,157.0,143.5
1618,China,CHN,2011,101.0,86.0
1619,Cote d'Ivoire,CIV,2011,45.0,16.5
1620,Cameroon,CMR,2011,48.0,37.0
1621,"Congo, Rep.",COG,2011,74.0,50.0
1622,Colombia,COL,2011,116.0,99.0
1623,Comoros,COM,2011,30.0,24.0
1624,Costa Rica,CRI,2011,132.0,118.0
1625,Cuba,CUB,2011,128.0,136.0
1627,Cyprus,CYP,2011,185.0,156.0
1628,Czech Republic,CZE,2011,172.0,160.0
1629,Germany,DEU,2011,205.0,178.5
1630,Djibouti,DJI,2011,61.0,22.5
1631,Dominica,DMA,2011,140.0,105.0
1632,Denmark,DNK,2011,215.0,171.0
1633,Dominican Republic,DOM,2011,122.0,89.0
1634,Algeria,DZA,2011,102.0,92.0
1635,Ecuador,ECU,2011,107.0,103.0
1636,Eritrea,ERI,2011,2.0,10.0
1637,Spain,ESP,2011,188.0,164.0
1638,Estonia,EST,2011,163.0,153.0
1639,Ethiopia,ETH,2011,4.0,13.0
1640,Finland,FIN,2011,207.0,165.0
1641,Fiji,FJI,2011,108.0,87.5
1642,France,FRA,2011,198.0,166.5
1644,"Micronesia, Fed. Sts.",FSM,2011,85.0,71.0
1645,Gabon,GAB,2011,146.0,81.5
1646,United Kingdom,GBR,2011,206.0,159.0
1647,Georgia,GEO,2011,75.0,112.5
1648,Ghana,GHA,2011,34.0,52.0
1649,Guinea,GIN,2011,8.0,9.0
1650,Guinea-Bissau,GNB,2011,21.0,11.0
1651,Equatorial Guinea,GNQ,2011,167.0,51.0
1652,Greece,GRC,2011,180.0,158.0
1653,Grenada,GRD,2011,142.0,120.0
1655,Guatemala,GTM,2011,80.0,56.0
1657,Guyana,GUY,2011,63.0,69.5
1658,Honduras,HND,2011,69.0,66.5
1659,Croatia,HRV,2011,162.0,141.0
1660,Haiti,HTI,2011,23.0,29.0
1661,Hungary,HUN,2011,165.0,149.0
1662,Indonesia,IDN,2011,70.0,62.5
1664,India,IND,2011,57.0,53.0
1665,Ireland,IRL,2011,214.0,181.0
1666,Iraq,IRQ,2011,81.0,55.0
1667,Iceland,ISL,2011,216.0,173.5
1668,Israel,ISR,2011,184.0,170.0
1669,Italy,ITA,2011,193.0,163.0
1671,Jordan,JOR,2011,95.0,92.0
1672,Japan,JPN,2011,201.0,175.0
1673,Kazakhstan,KAZ,2011,127.0,119.0
1674,Kenya,KEN,2011,31.0,43.5
1675,Kyrgyz Republic,KGZ,2011,29.0,61.0
1676,Cambodia,KHM,2011,32.0,48.0
1677,Kiribati,KIR,2011,58.0,65.0
1678,St. Kitts and Nevis,KNA,2011,161.0,114.5
1680,Kuwait,KWT,2011,190.0,124.0
1681,Lebanon,LBN,2011,148.0,116.5
1682,Liberia,LBR,2011,1.0,5.0
1683,Libya,LBY,2011,105.0,124.0
1684,St. Lucia,LCA,2011,136.0,104.0
1686,Sri Lanka,LKA,2011,71.0,90.0
1687,Lesotho,LSO,2011,46.0,27.0
1688,Lithuania,LTU,2011,158.0,147.0
1689,Luxembourg,LUX,2011,221.0,162.0
1690,Latvia,LVA,2011,155.0,143.5
1692,Morocco,MAR,2011,83.0,57.0
1694,Moldova,MDA,2011,56.0,76.0
1695,Madagascar,MDG,2011,7.0,36.0
1696,Maldives,MDV,2011,130.0,78.0
1697,Mexico,MEX,2011,153.0,130.5
1699,"Macedonia, FYR",MKD,2011,110.0,108.5
1700,Mali,MLI,2011,22.0,12.0
1701,Malta,MLT,2011,176.0,151.0
1703,Montenegro,MNE,2011,123.0,133.0
1704,Mongolia,MNG,2011,67.0,77.0
1706,Mozambique,MOZ,2011,14.0,3.0
1707,Mauritania,MRT,2011,41.0,28.0
1708,Mauritius,MUS,2011,143.0,108.5
1709,Malawi,MWI,2011,6.0,16.5
1710,Malaysia,MYS,2011,144.0,126.0
1711,Namibia,NAM,2011,117.0,66.5
1713,Niger,NER,2011,5.0,1.0
1714,Nigeria,NGA,2011,54.0,31.5
1715,Nicaragua,NIC,2011,64.0,58.0
1716,Netherlands,NLD,2011,210.0,183.5
1717,Norway,NOR,2011,219.0,186.0
1718,Nepal,NPL,2011,13.0,30.0
1719,New Zealand,NZL,2011,189.0,181.0
1720,Oman,OMN,2011,168.0,97.0
1721,Pakistan,PAK,2011,39.0,42.0
1722,Panama,PAN,2011,147.0,129.0
1723,Peru,PER,2011,109.0,106.0
1724,Philippines,PHL,2011,66.0,74.5
1725,Palau,PLW,2011,156.0,138.0
1726,Papua New Guinea,PNG,2011,55.0,34.5
1727,Poland,POL,2011,160.0,148.0
1729,Portugal,PRT,2011,177.0,146.0
1730,Paraguay,PRY,2011,72.0,80.0
1732,Qatar,QAT,2011,218.0,150.0
1733,Romania,ROU,2011,134.0,137.0
1734,Rwanda,RWA,2011,15.0,21.0
1735,Saudi Arabia,SAU,2011,174.0,130.5
1736,Sudan,SDN,2011,44.0,18.0
1737,Senegal,SEN,2011,40.0,31.5
1738,Singapore,SGP,2011,200.0,161.0
1739,Solomon Islands,SLB,2011,59.0,45.0
1740,Sierra Leone,SLE,2011,12.0,7.0
1741,El Salvador,SLV,2011,99.0,81.5
1744,Serbia,SRB,2011,115.0,128.0
1746,Sao Tome and Principe,STP,2011,53.0,43.5
1747,Suriname,SUR,2011,120.0,83.0
1748,Slovak Republic,SVK,2011,173.0,152.0
1749,Slovenia,SVN,2011,178.0,166.5
1750,Sweden,SWE,2011,212.0,177.0
1751,Swaziland,SWZ,2011,86.0,46.5
1753,Seychelles,SYC,2011,170.0,135.0
1755,Chad,TCD,2011,36.0,4.0
1756,Togo,TGO,2011,16.0,25.0
1757,Thailand,THA,2011,100.0,84.0
1758,Tajikistan,TJK,2011,20.0,60.0
1759,Turkmenistan,TKM,2011,97.0,85.0
1760,Timor-Leste,TLS,2011,38.0,40.0
1761,Tonga,TON,2011,88.0,96.0
1762,Trinidad and Tobago,TTO,2011,169.0,124.0
1763,Tunisia,TUN,2011,111.0,92.0
1764,Turkey,TUR,2011,154.0,94.5
1766,Tanzania,TZA,2011,27.0,34.5
1767,Uganda,UGA,2011,18.0,26.0
1768,Ukraine,UKR,2011,76.0,110.0
1769,Uruguay,URY,2011,149.0,139.0
1770,United States,USA,2011,211.0,183.5
1771,Uzbekistan,UZB,2011,43.0,72.5
1772,St. Vincent and the Grenadines,VCT,2011,129.0,101.0
1774,Vietnam,VNM,2011,49.0,59.0
1775,Vanuatu,VUT,2011,78.0,62.5
1776,West Bank and Gaza,PSE,2011,65.0,72.5
1777,Samoa,WSM,2011,94.0,87.5
1778,South Africa,ZAF,2011,138.0,64.0
1779,"Congo, Dem. Rep.",COD,2011,3.0,0.0
1780,Zambia,ZMB,2011,47.0,22.5
1781,Zimbabwe,ZWE,2011,17.0,14.0
